id,zipcode,city,state,dateSold,bathrooms,bedrooms,livingArea,homeType,homeStatus,lotArea,lotUnit,address,price
11863,57301.0,Mitchell,SD,1638432000000.0,1.0,3.0,390.0,SINGLE_FAMILY,RECENTLY_SOLD,7100.0,sqft,"1008 W 3rd Ave, Mitchell, SD 57301",59000.0
1192,37814.0,Morristown,TN,1641456000000.0,2.0,4.0,2182.0,SINGLE_FAMILY,RECENTLY_SOLD,4.72,acres,"4299 Henrietta Dr, Morristown, TN 37814",405000.0
23021,46321.0,Munster,IN,1640937600000.0,1.0,2.0,1120.0,SINGLE_FAMILY,RECENTLY_SOLD,1.0,acres,"920 Camellia Dr APT 3, Munster, IN 46321",140000.0
3053,15239.0,Pittsburgh,PA,1641542400000.0,2.0,4.0,1768.0,SINGLE_FAMILY,PENDING,0.273989898989899,acres,"329 Holiday Park Dr, Pittsburgh, PA 15239",205000.0
6664,80814.0,Divide,CO,1641542400000.0,2.0,3.0,1829.0,SINGLE_FAMILY,RECENTLY_SOLD,0.64,acres,"249 Grosbeak Cir, Divide, CO 80814",495000.0
17564,70775.0,Saint Francisville,LA,1640851200000.0,2.431612026216735,3.729905286061692,1954.681419317783,SINGLE_FAMILY,RECENTLY_SOLD,6.229981634527089,acres,"10423 Jacock Rd, Saint Francisville, LA 70775",325000.0
4977,46902.0,Kokomo,IN,1640937600000.0,3.0,5.0,2781.0,SINGLE_FAMILY,RECENTLY_SOLD,0.36,acres,"2848 Congress Dr, Kokomo, IN 46902",299000.0
16315,83686.0,Nampa,ID,1640905104779.5823,2.0,3.0,1123.0,SINGLE_FAMILY,RECENTLY_SOLD,7579.44,sqft,"605 Autumn Pl, Nampa, ID 83686",350500.0
12572,82070.0,Laramie,WY,1640160000000.0,2.0,4.0,2110.0,SINGLE_FAMILY,RECENTLY_SOLD,0.75,acres,"3335 Fort Sanders Rd, Laramie, WY 82070",277100.0
12518,37357.0,Morrison,TN,1641456000000.0,2.0,3.0,1225.0,SINGLE_FAMILY,RECENTLY_SOLD,0.6900000000000001,acres,"200 Pine Ave, Morrison, TN 37357",225000.0
20034,66030.0,Gardner,KS,1640592000000.0,3.0,4.0,1940.0,SINGLE_FAMILY,RECENTLY_SOLD,10330.0,sqft,"905 E Cottage Creek Dr, Gardner, KS 66030",325500.0
24811,25302.0,Charleston,WV,1640764800000.0,3.0,3.0,1640.0,SINGLE_FAMILY,RECENTLY_SOLD,6534.0,sqft,"1008 Edgewood Dr, Charleston, WV 25302",149000.0
5516,31522.0,Saint Simons Island,GA,1640851200000.0,3.0,3.0,2740.0,SINGLE_FAMILY,RECENTLY_SOLD,7405.2,sqft,"120 Serenity Ln, Saint Simons Island, GA 31522",412000.0
7998,23224.0,Richmond,VA,1641542400000.0,1.0,2.0,834.0,CONDO,RECENTLY_SOLD,0.0,sqft,"1301 Porter St #U201, Richmond, VA 23224",211000.0
18804,70085.0,Saint Bernard,LA,1640851200000.0,2.0,3.0,1226.0,SINGLE_FAMILY,RECENTLY_SOLD,5700.0,sqft,"2608 Meadowlark Dr, Saint Bernard, LA 70085",170100.0
9276,6416.0,Cromwell,CT,1640851200000.0,2.0,3.0,1569.0,SINGLE_FAMILY,RECENTLY_SOLD,9583.2,sqft,"22 Raymond Pl, Cromwell, CT 06416",285000.0
6392,43623.0,Toledo,OH,1640851200000.0,1.0,3.0,864.0,SINGLE_FAMILY,RECENTLY_SOLD,0.15,acres,"4822 Luann Ave, Toledo, OH 43623",100000.0
18704,17404.0,York,PA,1641542400000.0,1.0,3.0,1320.0,SINGLE_FAMILY,PENDING,0.26,acres,"206 N Gotwalt St, York, PA 17404",169900.0
10378,85029.0,Phoenix,AZ,1640851200000.0,2.0,3.0,1248.0,TOWNHOUSE,RECENTLY_SOLD,0.0,sqft,"11026 N 28th Dr UNIT 30, Phoenix, AZ 85029",265000.0
23033,10605.0,White Plains,NY,1641542400000.0,1.0,1.0,975.0,CONDO,RECENTLY_SOLD,0.0,sqft,"90 Bryant Avenue Embassy #5A, White Plains, NY 10605",200000.0
8358,3051.0,Hudson,NH,1640851200000.0,3.0,3.0,1912.0,SINGLE_FAMILY,RECENTLY_SOLD,10019.0,sqft,"7 Haverhill St, Hudson, NH 03051",525000.0
25878,47122.0,Georgetown,IN,1641456000000.0,3.0,4.0,1792.0,SINGLE_FAMILY,RECENTLY_SOLD,1.0,acres,"213 Sheri Dr, Georgetown, IN 47122",182600.0
2604,46236.0,Indianapolis,IN,1640937600000.0,4.0,3.0,3433.0,SINGLE_FAMILY,RECENTLY_SOLD,0.43,acres,"9229 Anchor Mark Dr #0, Indianapolis, IN 46236",645000.0
9254,25405.0,Martinsburg,WV,1641196800000.0,3.0,4.0,2950.0,SINGLE_FAMILY,RECENTLY_SOLD,0.27,acres,"77 Clouser Ct, Martinsburg, WV 25405",355000.0
19146,66075.0,Pleasanton,KS,1640160000000.0,2.0,3.0,1280.0,SINGLE_FAMILY,RECENTLY_SOLD,8.8,acres,"21980 E 600th Rd, Pleasanton, KS 66075",130200.0
25974,42001.0,Paducah,KY,1640073600000.0,4.0,5.0,3749.0,SINGLE_FAMILY,RECENTLY_SOLD,0.75,acres,"640 Peppers Mill Dr, Paducah, KY 42001",528000.0
5096,53532.0,Deforest,WI,1640851200000.0,3.0,4.0,3010.0,SINGLE_FAMILY,RECENTLY_SOLD,0.75,acres,"6503 Gina Ln, Deforest, WI 53532",485000.0
10356,2889.0,Warwick,RI,1639728000000.0,2.0,3.0,1848.0,SINGLE_FAMILY,RECENTLY_SOLD,6970.0,sqft,"35 Fairhaven Ave, Warwick, RI 02889",285000.0
13713,53218.0,Milwaukee,WI,1641542400000.0,1.0,3.0,1031.0,SINGLE_FAMILY,RECENTLY_SOLD,7840.8,sqft,"5473 N 52nd St, Milwaukee, WI 53218",69000.0
1297,70506.0,Lafayette,LA,1640851200000.0,2.0,3.0,2007.0,SINGLE_FAMILY,RECENTLY_SOLD,6899.904,sqft,"111 Beauchamp Ln, Lafayette, LA 70506",330200.0
7567,6437.0,Guilford,CT,1640851200000.0,3.0,4.0,3271.0,SINGLE_FAMILY,RECENTLY_SOLD,1.44,acres,"312 Peddlers Rd, Guilford, CT 06437",720000.0
10277,72223.0,Little Rock,AR,1640592000000.0,4.0,5.0,3478.0,SINGLE_FAMILY,RECENTLY_SOLD,0.25,acres,"415 Miramar Blvd, Little Rock, AR 72223",619900.0
5816,66214.0,Overland Park,KS,1641283200000.0,4.0,4.0,3602.0,SINGLE_FAMILY,RECENTLY_SOLD,10014.0,sqft,"10508 Bluejacket St, Overland Park, KS 66214",404100.0
18267,30809.0,Evans,GA,1641283200000.0,4.0,5.0,3363.0,SINGLE_FAMILY,RECENTLY_SOLD,8276.4,sqft,"4414 Ibis Way, Evans, GA 30809",567450.0
635,80301.0,Boulder,CO,1641283200000.0,2.0,2.0,975.0,CONDO,RECENTLY_SOLD,0.0,sqft,"3120 Corona Trl UNIT 110, Boulder, CO 80301",380000.0
11651,31522.0,Saint Simons Island,GA,1641456000000.0,2.0,2.0,1260.0,CONDO,RECENTLY_SOLD,0.0,sqft,"1704 Frederica Rd APT 137, Saint Simons Island, GA 31522",288000.0
10600,71112.0,Bossier City,LA,1641542400000.0,2.0,3.0,1749.0,SINGLE_FAMILY,RECENTLY_SOLD,8189.28,sqft,"5750 Gold Crest Dr, Bossier City, LA 71112",229800.0
6798,2896.0,North Smithfield,RI,1639728000000.0,3.0,5.0,3338.0,SINGLE_FAMILY,RECENTLY_SOLD,0.5089990817263544,acres,"74 Ridge Rd, North Smithfield, RI 02896",475000.0
14735,85355.0,Waddell,AZ,1640851200000.0,2.0,3.0,1458.0,SINGLE_FAMILY,RECENTLY_SOLD,5532.12,sqft,"18136 W Eva St, Waddell, AZ 85355",370000.0
8267,38671.0,Southaven,MS,1640851200000.0,2.431612026216735,3.0,1862.0,SINGLE_FAMILY,RECENTLY_SOLD,7500.0,sqft,"2655 Graystone Dr, Southaven, MS 38671",255500.0
23335,54902.0,Oshkosh,WI,1641542400000.0,2.0,3.0,1339.0,SINGLE_FAMILY,RECENTLY_SOLD,6969.6,sqft,"1717 Crystal Springs Ave, Oshkosh, WI 54902",160000.0
9515,66018.0,De Soto,KS,1641369600000.0,3.0,2.0,1320.0,SINGLE_FAMILY,RECENTLY_SOLD,5965.0,sqft,"8360 Delaware St, De Soto, KS 66018",215100.0
2714,70503.0,Lafayette,LA,1640678400000.0,3.0,4.0,2300.0,SINGLE_FAMILY,RECENTLY_SOLD,0.2978,acres,"232 Woodvale Ave, Lafayette, LA 70503",208900.0
9315,3908.0,South Berwick,ME,1640905104779.5823,3.0,3.0,3026.0,SINGLE_FAMILY,RECENTLY_SOLD,0.45,acres,"1 Academy St, South Berwick, ME 03908",616400.0
12830,30813.0,Grovetown,GA,1641369600000.0,3.0,5.0,2722.0,SINGLE_FAMILY,RECENTLY_SOLD,8276.4,sqft,"2630 Waites Dr, Grovetown, GA 30813",315000.0
12989,4957.0,Mercer,ME,1640905104779.5823,1.0,4.0,1872.0,SINGLE_FAMILY,RECENTLY_SOLD,2.2,acres,"243 Rome Rd, Mercer, ME 04957",165000.0
18085,80018.0,Aurora,CO,1641542400000.0,3.0,3.0,3517.0,SINGLE_FAMILY,RECENTLY_SOLD,5663.0,sqft,"3930 S Quatar St, Aurora, CO 80018",601000.0
7955,46205.0,Indianapolis,IN,1641542400000.0,4.0,4.0,3588.0,CONDO,RECENTLY_SOLD,0.0,sqft,"2350 N College Ave, Indianapolis, IN 46205",399000.0
21514,55122.0,Eagan,MN,1640764800000.0,2.0,4.0,1665.0,SINGLE_FAMILY,RECENTLY_SOLD,0.52,acres,"1703 Nokia Way, Eagan, MN 55122",350000.0
9384,22201.0,Arlington,VA,1641542400000.0,1.0,2.0,785.0,CONDO,PENDING,0.0,sqft,"1737 N Queens Ln #1-128, Arlington, VA 22201",360000.0
16060,2911.0,North Providence,RI,1640246400000.0,2.0,4.0,1820.0,SINGLE_FAMILY,RECENTLY_SOLD,4517.0,sqft,"32 Packard Ave, North Providence, RI 02911",290000.0
2004,92831.0,Fullerton,CA,1641369600000.0,3.0,3.0,1652.0,CONDO,RECENTLY_SOLD,0.0,sqft,"2905 Barrington Ct, Fullerton, CA 92831",603000.0
2907,5450.0,Enosburg Falls,VT,1639728000000.0,3.0,3.0,1932.0,SINGLE_FAMILY,RECENTLY_SOLD,0.75,acres,"63 Berkshire Center Rd, Enosburg Falls, VT 05450",305000.0
2386,36535.0,Foley,AL,1640851200000.0,3.0,4.0,3159.0,SINGLE_FAMILY,RECENTLY_SOLD,0.29,acres,"1729 S Pecan St, Foley, AL 36535",399900.0
21090,30152.0,Marietta,GA,1641283200000.0,3.0,3.0,1462.0,SINGLE_FAMILY,RECENTLY_SOLD,4791.6,sqft,"1696 Woodsford Rd NW, Marietta, GA 30152",318500.0
19735,47303.0,Muncie,IN,1641456000000.0,2.0,3.0,1065.0,SINGLE_FAMILY,RECENTLY_SOLD,4800.312,sqft,"1513 E Cromer Ave, Muncie, IN 47303",35000.0
8768,84015.0,Clearfield,UT,1641369600000.0,3.0,5.0,2008.0,SINGLE_FAMILY,RECENTLY_SOLD,7840.0,sqft,"1609 N 2275 W, Clearfield, UT 84015",468500.0
17760,31404.0,Savannah,GA,1641456000000.0,1.0,3.0,890.0,SINGLE_FAMILY,RECENTLY_SOLD,0.13,acres,"1308 E Bolton St, Savannah, GA 31404",60500.0
11352,72019.0,Benton,AR,1640851200000.0,3.0,3.0,2238.0,SINGLE_FAMILY,RECENTLY_SOLD,0.3299999999999999,acres,"6212 Wall St, Benton, AR 72019",300000.0
5227,33027.0,Pembroke Pines,FL,1641542400000.0,2.0,2.0,1137.0,CONDO,RECENTLY_SOLD,0.0,sqft,"13800 SW 14th St APT 306C, Pembroke Pines, FL 33027",180000.0
24990,83709.0,Boise,ID,1640905104779.5823,4.0,5.0,3790.0,SINGLE_FAMILY,RECENTLY_SOLD,8581.32,sqft,"8089 S Diego Way, Boise, ID 83709",666500.0
22201,31566.0,Waynesville,GA,1641542400000.0,2.0,3.0,1035.0,SINGLE_FAMILY,RECENTLY_SOLD,1.88,acres,"57 Fred Cooper Rd, Waynesville, GA 31566",174000.0
29,31907.0,Columbus,GA,1640851200000.0,2.0,3.0,1525.0,SINGLE_FAMILY,RECENTLY_SOLD,0.32,acres,"697 Crestline Dr, Columbus, GA 31907",181000.0
21257,33067.0,Coral Springs,FL,1641542400000.0,3.0,4.0,2525.0,SINGLE_FAMILY,RECENTLY_SOLD,0.3061524334251607,acres,"6123 NW 56th Dr, Coral Springs, FL 33067",730000.0
9737,52314.0,Mount Vernon,IA,1640851200000.0,2.0,5.0,1440.0,SINGLE_FAMILY,RECENTLY_SOLD,4.3,acres,"1161 Ivanhoe Rd, Mount Vernon, IA 52314",210507.0
19406,53548.0,Janesville,WI,1640851200000.0,2.0,4.0,1793.0,SINGLE_FAMILY,RECENTLY_SOLD,8712.0,sqft,"1314 Myra Ave, Janesville, WI 53548",170000.0
21869,34787.0,Winter Garden,FL,1641456000000.0,4.0,5.0,2935.0,SINGLE_FAMILY,RECENTLY_SOLD,6098.4,sqft,"14631 Glade Hill Park Way, Winter Garden, FL 34787",655000.0
19954,30344.0,Atlanta,GA,1641196800000.0,2.0,3.0,1412.0,SINGLE_FAMILY,RECENTLY_SOLD,0.3329999999999999,acres,"2523 Ben Hill Rd, Atlanta, GA 30344",271000.0
21857,50322.0,Urbandale,IA,1641542400000.0,2.0,2.0,1104.0,SINGLE_FAMILY,RECENTLY_SOLD,8712.0,sqft,"7013 Roseland Dr, Urbandale, IA 50322",180000.0
15773,89403.0,Dayton,NV,1640678400000.0,3.0,4.0,2100.0,SINGLE_FAMILY,RECENTLY_SOLD,0.25,acres,"80 Columbia Dr HOMESITE 170, Dayton, NV 89403",490567.0
13132,83338.0,Jerome,ID,1640905104779.5823,1.0,3.0,1040.0,SINGLE_FAMILY,RECENTLY_SOLD,8712.0,sqft,"808 17th Ave E, Jerome, ID 83338",195000.0
8672,50320.0,Des Moines,IA,1641369600000.0,4.0,3.0,1654.0,SINGLE_FAMILY,RECENTLY_SOLD,0.32,acres,"3700 SE 25th Ct, Des Moines, IA 50320",273600.0
7481,96825.0,Honolulu,HI,1641456000000.0,2.0,2.0,1345.0,CONDO,RECENTLY_SOLD,0.0,sqft,"520 Lunalilo Home Rd UNIT 6410, Honolulu, HI 96825",821000.0
22373,38671.0,Southaven,MS,1640764800000.0,2.0,4.0,2260.0,SINGLE_FAMILY,RECENTLY_SOLD,0.35,acres,"7255 Greenbrook Pkwy, Southaven, MS 38671",252800.0
5210,5845.0,Irasburg,VT,1639728000000.0,2.0,3.0,1536.0,SINGLE_FAMILY,RECENTLY_SOLD,101.0,sqft,"2015 Creek Rd, Irasburg, VT 05845",420000.0
7356,48911.0,Lansing,MI,1641542400000.0,2.0,4.0,1774.0,SINGLE_FAMILY,RECENTLY_SOLD,6011.28,sqft,"5748 Piper Ave, Lansing, MI 48911",125000.0
6714,85029.0,Phoenix,AZ,1641456000000.0,3.0,3.0,1460.0,CONDO,RECENTLY_SOLD,0.0,sqft,"1716 W Cortez St UNIT 101, Phoenix, AZ 85029",325000.0
13486,40245.0,Louisville,KY,1640764800000.0,4.0,4.0,4578.0,CONDO,RECENTLY_SOLD,0.0,sqft,"14707 Valencia Dr, Louisville, KY 40245",630000.0
3922,3872.0,Sanbornville,NH,1640851200000.0,2.0,3.0,1508.0,SINGLE_FAMILY,RECENTLY_SOLD,0.7699999999999999,acres,"244 Rines Rd, Sanbornville, NH 03872",300000.0
25325,4861.0,Thomaston,ME,1640905104779.5823,2.0,3.0,1512.0,SINGLE_FAMILY,RECENTLY_SOLD,0.96,acres,"116 Gleason St, Thomaston, ME 04861",320200.0
960,36830.0,Auburn,AL,1640937600000.0,4.0,4.0,2540.0,SINGLE_FAMILY,RECENTLY_SOLD,0.5700000000000001,acres,"216 Creek Nation Dr, Auburn, AL 36830",267900.0
984,8054.0,Mount Laurel,NJ,1640851200000.0,3.0,4.0,2003.0,SINGLE_FAMILY,RECENTLY_SOLD,0.39,acres,"111 Brentwood Dr, Mount Laurel, NJ 08054",435000.0
15877,89166.0,Las Vegas,NV,1641369600000.0,3.0,3.0,1854.0,SINGLE_FAMILY,RECENTLY_SOLD,3485.0,sqft,"8124 Tilkuni Dr, Las Vegas, NV 89166",400000.0
13899,55121.0,Eagan,MN,1641542400000.0,2.0,3.0,1589.0,TOWNHOUSE,RECENTLY_SOLD,0.0,sqft,"1581 Four Oaks Rd, Eagan, MN 55121",260000.0
10125,45324.0,Fairborn,OH,1640851200000.0,3.0,3.0,1784.0,SINGLE_FAMILY,RECENTLY_SOLD,7492.0,sqft,"702 Preservation St, Fairborn, OH 45324",255500.0
2145,21244.0,Windsor Mill,MD,1641542400000.0,3.0,3.0,1108.0,SINGLE_FAMILY,RECENTLY_SOLD,7405.2,sqft,"7324 Windsor Mill Rd, Windsor Mill, MD 21244",325000.0
24146,2601.0,Hyannis,MA,1641456000000.0,2.0,3.0,1056.0,SINGLE_FAMILY,RECENTLY_SOLD,0.2800045913682277,acres,"55 Sudbury Ln, Hyannis, MA 02601",385000.0
5199,53042.0,Kiel,WI,1640764800000.0,1.0,3.0,1359.0,SINGLE_FAMILY,RECENTLY_SOLD,6534.0,sqft,"307 North St, Kiel, WI 53042",131000.0
7800,66061.0,Olathe,KS,1640764800000.0,3.0,3.0,1774.0,TOWNHOUSE,RECENTLY_SOLD,0.0,sqft,"21072 W 118th Ter, Olathe, KS 66061",247300.0
3229,6418.0,Derby,CT,1641369600000.0,2.0,3.0,1504.0,SINGLE_FAMILY,RECENTLY_SOLD,0.6,acres,"84 New Haven Ave, Derby, CT 06418",250000.0
21614,72211.0,Little Rock,AR,1640851200000.0,2.0,3.0,2028.0,SINGLE_FAMILY,RECENTLY_SOLD,0.0,acres,"1110 Kings Mountain Dr, Little Rock, AR 72211",199500.0
20494,21770.0,Monrovia,MD,1641369600000.0,4.0,5.0,4087.0,SINGLE_FAMILY,RECENTLY_SOLD,8712.0,sqft,"4818 Railway Cir, Monrovia, MD 21770",848500.0
17140,71118.0,Shreveport,LA,1641542400000.0,2.0,3.0,1456.0,SINGLE_FAMILY,RECENTLY_SOLD,9931.68,sqft,"1604 Juniper Dr, Shreveport, LA 71118",179900.0
7174,98404.0,Tacoma,WA,1640851200000.0,2.0,3.0,1614.0,SINGLE_FAMILY,RECENTLY_SOLD,0.4683,acres,"6812 E Portland Ave, Tacoma, WA 98404",435000.0
19084,3301.0,Concord,NH,1641542400000.0,2.0,3.0,1800.0,SINGLE_FAMILY,RECENTLY_SOLD,6970.0,sqft,"8 Badger St, Concord, NH 03301",350000.0
18120,80643.0,Keenesburg,CO,1641283200000.0,2.0,3.0,1639.0,SINGLE_FAMILY,RECENTLY_SOLD,5100.0,sqft,"320 Thomas Ave, Keenesburg, CO 80643",425000.0
25202,2812.0,Richmond,RI,1640851200000.0,3.0,3.0,1816.0,SINGLE_FAMILY,RECENTLY_SOLD,0.3899908172635445,acres,"107 Richmond Townhouse Rd, Richmond, RI 02812",356000.0
25624,96768.0,Makawao,HI,1641369600000.0,1.0,3.0,1025.0,SINGLE_FAMILY,RECENTLY_SOLD,10182.0,sqft,"15 Aheahe Pl, Makawao, HI 96768",670000.0
2764,27592.0,Willow Spring,NC,1641542400000.0,3.0,3.0,2582.0,SINGLE_FAMILY,RECENTLY_SOLD,0.614,acres,"278 Reese Dr LOT 19, Willow Spring, NC 27592",471000.0
3725,19044.0,Horsham,PA,1640851200000.0,2.0,4.0,2146.0,SINGLE_FAMILY,RECENTLY_SOLD,8712.0,sqft,"411 Avenue E, Horsham, PA 19044",430000.0
24623,29301.0,Spartanburg,SC,1641542400000.0,3.0,3.0,1549.0,SINGLE_FAMILY,RECENTLY_SOLD,0.39,acres,"631 Chastine Dr, Spartanburg, SC 29301",236500.0
291,4401.0,Glenburn,ME,1640905104779.5823,2.0,2.0,1128.0,SINGLE_FAMILY,RECENTLY_SOLD,0.3,acres,"186 Cedar Breeze S, Glenburn, ME 04401",268300.0
5466,53518.0,Blue River,WI,1641542400000.0,2.0,3.0,1600.0,SINGLE_FAMILY,RECENTLY_SOLD,0.3,acres,"205 Clinton St, Blue River, WI 53518",60000.0
8735,80640.0,Henderson,CO,1641456000000.0,3.0,3.0,1417.0,SINGLE_FAMILY,RECENTLY_SOLD,5044.0,sqft,"9572 E 112th Dr, Henderson, CO 80640",447000.0
24053,1863.0,North Chelmsford,MA,1641542400000.0,2.0,2.0,1600.0,CONDO,RECENTLY_SOLD,0.0,sqft,"203 Wellman Ave UNIT 203, North Chelmsford, MA 01863",430000.0
18216,72104.0,Malvern,AR,1640592000000.0,4.0,4.0,2936.0,SINGLE_FAMILY,RECENTLY_SOLD,0.72,acres,"357 Catherine Cove Rd, Malvern, AR 72104",540000.0
13093,98022.0,Enumclaw,WA,1640764800000.0,2.0,3.0,2640.0,SINGLE_FAMILY,RECENTLY_SOLD,2.39,acres,"38327 292nd Ave SE, Enumclaw, WA 98022",686000.0
1259,22039.0,Fairfax Station,VA,1641542400000.0,4.0,5.0,5248.0,SINGLE_FAMILY,RECENTLY_SOLD,10454.4,sqft,"8124 Haddington Ct, Fairfax Station, VA 22039",1052000.0
9355,21901.0,North East,MD,1641542400000.0,5.0,7.0,3908.0,SINGLE_FAMILY,RECENTLY_SOLD,6.41,acres,"152 Cara Cove Rd, North East, MD 21901",569900.0
21578,97459.0,North Bend,OR,1640678400000.0,3.0,4.0,2320.0,SINGLE_FAMILY,RECENTLY_SOLD,2.09,acres,"69311 Caleb Rd, North Bend, OR 97459",610000.0
23219,76126.0,Benbrook,TX,1641456000000.0,2.0,3.0,2362.0,SINGLE_FAMILY,RECENTLY_SOLD,0.3959999999999999,acres,"4204 Winding Way, Benbrook, TX 76126",470400.0
11290,50266.0,West Des Moines,IA,1641369600000.0,3.0,3.0,1492.0,TOWNHOUSE,RECENTLY_SOLD,0.0,sqft,"9135 Coneflower Dr UNIT 102, West Des Moines, IA 50266",206000.0
14702,35643.0,Hillsboro,AL,1640851200000.0,2.0,3.0,1357.0,SINGLE_FAMILY,RECENTLY_SOLD,0.7,acres,"17051 County Road 400, Hillsboro, AL 35643",100000.0
